frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,http.request.method,http.host,dns.qry.name
Dec 16, 2016 23:53:31.783322000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:31.783324000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:31.783326000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:31.783328000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:31.783576000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:31.794162000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:31.794176000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:31.794496000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:31.884988000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:31.885007000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:31.885141000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.027226000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.027353000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.027359000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.027896000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.035054000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.035182000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.035231000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.035385000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.035391000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.035485000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.035553000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.035652000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.045324000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.045389000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.045624000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.046025000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.046034000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.046178000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.046188000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.046265000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.133399000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.133420000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.133659000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.133734000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.133843000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.272534000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.272551000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.272764000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.272773000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.272892000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.273139000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.273147000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.273225000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.280883000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.281003000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.281184000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.281192000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.281407000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.281605000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.281613000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.281615000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.281717000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.293624000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.293847000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.293991000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.294003000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.294138000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.294787000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.294869000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.295190000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.295195000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.295197000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.295198000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.295282000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.384084000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.384103000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.384422000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.385050000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.385063000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.385068000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.385174000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.475138000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.475157000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.475261000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.517271000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.517291000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.517515000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.517526000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.517706000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.524677000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.524782000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.525101000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.525261000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.525515000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.525626000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.525859000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.525866000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.525867000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.525936000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.527086000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.527095000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.527237000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.543864000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.543883000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.544012000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.544066000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.544257000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.544386000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.544480000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.544487000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.544628000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.544922000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.544930000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.545015000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.545430000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.545497000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.546200000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.546207000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.546284000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.546389000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.546515000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.546769000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.546778000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.546863000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.628605000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.628625000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.628953000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.628961000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.628964000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.634740000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.634777000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.634831000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.635024000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.635030000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.635213000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.635816000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.635979000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.723761000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.723948000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.724129000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.724203000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.724632000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.724698000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.759458000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.759478000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.759654000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.759888000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.759901000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.760015000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.774747000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.774918000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.774927000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.774930000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.775099000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.775124000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.775476000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.775489000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.775491000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.775545000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.775958000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.775966000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.775968000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.776095000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.776407000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.776417000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.776419000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.776469000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.776603000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.776879000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.777086000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.790818000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.790871000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.791061000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.791261000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.791271000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.791388000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.791584000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.791592000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.791711000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.792014000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.792024000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.792172000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.792356000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.792394000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.792396000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.792399000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.792538000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.792836000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.792844000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.792898000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.792904000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.793064000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.793070000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.793209000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.793616000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.793624000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.793627000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.793629000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.793961000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.794214000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.794338000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.868825000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.868845000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.868898000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.869054000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.879914000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.880049000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.880241000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.880256000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.880436000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.880442000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.880445000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.880577000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.880873000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.880904000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.881050000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.881231000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.881240000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.881569000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.881577000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.881806000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.968789000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.968810000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.968999000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.969008000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.969010000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.969110000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:32.969355000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:32.969454000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:33.006397000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:33.006505000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:33.006589000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:33.006832000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:33.007086000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:33.007097000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:33.007203000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:33.010646000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:33.010786000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:53:33.831734000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:53:33.831914000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:54:29.154156000 +07,10.12.16.101,176.121.14.95,49159,80,,,
Dec 16, 2016 23:54:29.537178000 +07,176.121.14.95,10.12.16.101,80,49159,,,
Dec 16, 2016 23:54:29.537308000 +07,10.12.16.101,176.121.14.95,49159,80,,,
Dec 16, 2016 23:54:29.537705000 +07,10.12.16.101,176.121.14.95,49159,80,,,
Dec 16, 2016 23:54:29.537768000 +07,176.121.14.95,10.12.16.101,80,49159,,,
Dec 16, 2016 23:54:29.537773000 +07,10.12.16.101,176.121.14.95,49159,80,POST,176.121.14.95,
Dec 16, 2016 23:54:29.537831000 +07,176.121.14.95,10.12.16.101,80,49159,,,
Dec 16, 2016 23:54:30.787417000 +07,176.121.14.95,10.12.16.101,80,49159,,,
Dec 16, 2016 23:54:30.787589000 +07,10.12.16.101,176.121.14.95,49159,80,,,
Dec 16, 2016 23:54:30.806945000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:54:31.024951000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:54:31.025150000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:54:31.025362000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:54:31.025447000 +07,10.12.16.101,37.235.50.29,49160,80,POST,37.235.50.29,
Dec 16, 2016 23:54:31.025453000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:54:31.025456000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:54:33.427351000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:54:33.427538000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:55:15.515336000 +07,10.12.16.101,176.121.14.95,49159,80,,,
Dec 16, 2016 23:55:15.515359000 +07,10.12.16.101,176.121.14.95,49159,80,POST,176.121.14.95,
Dec 16, 2016 23:55:15.515367000 +07,176.121.14.95,10.12.16.101,80,49159,,,
Dec 16, 2016 23:55:15.515369000 +07,176.121.14.95,10.12.16.101,80,49159,,,
Dec 16, 2016 23:55:17.255718000 +07,176.121.14.95,10.12.16.101,80,49159,,,
Dec 16, 2016 23:55:17.255950000 +07,10.12.16.101,176.121.14.95,49159,80,,,
Dec 16, 2016 23:55:17.256832000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:55:17.256931000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:17.257146000 +07,10.12.16.101,37.235.50.29,49160,80,POST,37.235.50.29,
Dec 16, 2016 23:55:17.257195000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:20.460987000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:20.461167000 +07,10.12.16.101,37.235.50.29,49160,80,,,
