frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,http.request.method,http.host,dns.qry.name
Dec 16, 2016 23:55:20.462599000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:55:20.462691000 +07,10.12.16.101,37.235.50.29,49160,80,POST,37.235.50.29,
Dec 16, 2016 23:55:20.462698000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:20.462700000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:21.852387000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:21.852620000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:55:21.853867000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:55:21.853964000 +07,10.12.16.101,37.235.50.29,49160,80,POST,37.235.50.29,
Dec 16, 2016 23:55:21.853970000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:21.853973000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:23.122262000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:23.122280000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:23.122283000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:23.122332000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:23.122413000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:55:23.122527000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:55:23.262508000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:23.262525000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:23.262528000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:55:23.262731000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:23.262827000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:55:23.332684000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:23.332701000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:23.332858000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:55:30.411290000 +07,10.12.16.101,190.105.238.43,49158,80,,,
Dec 16, 2016 23:55:30.411351000 +07,190.105.238.43,10.12.16.101,80,49158,,,
Dec 16, 2016 23:55:41.970514000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:55:41.970575000 +07,10.12.16.101,37.235.50.29,49160,80,POST,37.235.50.29,
Dec 16, 2016 23:55:41.970582000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:41.970583000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:44.494040000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:55:44.494325000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:56:23.542560000 +07,10.12.16.101,176.121.14.95,49159,80,,,
Dec 16, 2016 23:56:23.542576000 +07,176.121.14.95,10.12.16.101,80,49159,,,
Dec 16, 2016 23:56:23.816039000 +07,176.121.14.95,10.12.16.101,80,49159,,,
Dec 16, 2016 23:56:23.816159000 +07,10.12.16.101,176.121.14.95,49159,80,,,
Dec 16, 2016 23:56:26.558472000 +07,10.12.16.101,176.121.14.95,49165,80,,,
Dec 16, 2016 23:56:26.792074000 +07,176.121.14.95,10.12.16.101,80,49165,,,
Dec 16, 2016 23:56:26.792210000 +07,10.12.16.101,176.121.14.95,49165,80,,,
Dec 16, 2016 23:56:26.792612000 +07,10.12.16.101,176.121.14.95,49165,80,,,
Dec 16, 2016 23:56:26.792626000 +07,10.12.16.101,176.121.14.95,49165,80,POST,176.121.14.95,
Dec 16, 2016 23:56:26.792630000 +07,176.121.14.95,10.12.16.101,80,49165,,,
Dec 16, 2016 23:56:26.792632000 +07,176.121.14.95,10.12.16.101,80,49165,,,
Dec 16, 2016 23:56:29.345358000 +07,176.121.14.95,10.12.16.101,80,49165,,,
Dec 16, 2016 23:56:29.345515000 +07,10.12.16.101,176.121.14.95,49165,80,,,
Dec 16, 2016 23:56:29.346350000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:56:29.346391000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:56:29.346393000 +07,10.12.16.101,37.235.50.29,49160,80,POST,37.235.50.29,
Dec 16, 2016 23:56:29.346440000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:56:32.212715000 +07,37.235.50.29,10.12.16.101,80,49160,,,
Dec 16, 2016 23:56:32.212844000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:57:14.276801000 +07,10.12.16.101,176.121.14.95,49165,80,,,
Dec 16, 2016 23:57:14.276826000 +07,176.121.14.95,10.12.16.101,80,49165,,,
Dec 16, 2016 23:57:14.276828000 +07,10.12.16.101,176.121.14.95,49165,80,POST,176.121.14.95,
Dec 16, 2016 23:57:14.276830000 +07,176.121.14.95,10.12.16.101,80,49165,,,
Dec 16, 2016 23:57:17.473785000 +07,176.121.14.95,10.12.16.101,80,49165,,,
Dec 16, 2016 23:57:17.473861000 +07,10.12.16.101,176.121.14.95,49165,80,,,
Dec 16, 2016 23:57:17.871662000 +07,10.12.16.101,37.235.50.29,49160,80,,,
Dec 16, 2016 23:57:17.871717000 +07,10.12.16.101,176.121.14.95,49165,80,,,
