connection_count,std_dev,cv,entropy,beacon_score,first_seen,last_seen,source_ip,dest_ip,dest_port
7,0.21190134494777252,0.571871740350818,0.8675632284814612,0.7,2017-04-27 19:03:20.919012070,2017-04-27 19:03:23.142251968,172.16.0.130,185.141.27.187,80
