frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,http.request.method,http.host,dns.qry.name
Aug  2, 2019 13:30:03.899191000 +07,,,,,,,
Aug  2, 2019 13:30:16.105653000 +07,,,,,,,
Aug  2, 2019 13:30:16.628852000 +07,,,,,,,
Aug  2, 2019 13:30:17.115268000 +07,,,,,,,
Aug  2, 2019 13:30:17.412141000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:17.412297000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:17.412349000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:17.412456000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:17.412488000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:17.628879000 +07,,,,,,,
Aug  2, 2019 13:30:17.836341000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:17.836385000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:17.836421000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:17.836444000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:18.138977000 +07,,,,,,,
Aug  2, 2019 13:30:18.177026000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:18.936208000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:20.693979000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:20.694125000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:20.694182000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:20.694287000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:20.694327000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:21.107907000 +07,,,,,,,
Aug  2, 2019 13:30:21.113140000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:21.113178000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:21.113211000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:21.113234000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:21.448785000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:22.138954000 +07,,,,,,,
Aug  2, 2019 13:30:22.203456000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:23.162966000 +07,,,,,,,
Aug  2, 2019 13:30:23.981432000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:23.981576000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:23.981621000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:23.981717000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:23.981750000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:24.411049000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:24.411092000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:24.411128000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:24.411151000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:24.751807000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:25.532692000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:26.288566000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:26.288706000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:26.288751000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:26.288844000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:26.288878000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:26.706436000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:26.706481000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:26.706523000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:26.706546000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:26.881766000 +07,,,,,,,
Aug  2, 2019 13:30:27.048095000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:27.818884000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:27.900059000 +07,,,,,,,
Aug  2, 2019 13:30:28.922968000 +07,,,,,,,
Aug  2, 2019 13:30:29.595409000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:29.595558000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:29.595603000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:29.595696000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:29.595728000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:30.010486000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:30.010530000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:30.010563000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:30.010586000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:30.387904000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:30.498715000 +07,,,,,,,
Aug  2, 2019 13:30:30.655153000 +07,,,,,,,
Aug  2, 2019 13:30:31.153156000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:31.515061000 +07,,,,,,,
Aug  2, 2019 13:30:31.628329000 +07,,,,,,,
Aug  2, 2019 13:30:32.538992000 +07,,,,,,,
Aug  2, 2019 13:30:32.629585000 +07,,,,,,,
Aug  2, 2019 13:30:32.920499000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:32.920661000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:32.920706000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:32.920801000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:32.920834000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:33.344615000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:33.344658000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:33.344694000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:33.344716000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:33.679817000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:34.451133000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:35.504143000 +07,,,,,,,
Aug  2, 2019 13:30:36.222966000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:36.223111000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:36.223157000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:36.223248000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:36.223281000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:36.506959000 +07,,,,,,,
Aug  2, 2019 13:30:36.642592000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:36.642635000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:36.642670000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:36.642694000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:36.977278000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:37.531063000 +07,,,,,,,
Aug  2, 2019 13:30:37.769775000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:39.542185000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:39.542342000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:39.542394000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:39.542488000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:39.542521000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:39.956191000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:39.956235000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:39.956269000 +07,,,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:39.956292000 +07,10.10.10.12,224.0.0.252,,,,,win-25qpfk98rg9
Aug  2, 2019 13:30:40.296935000 +07,10.10.10.12,10.10.10.255,,,,,
Aug  2, 2019 13:30:40.508750000 +07,,,,,,,
Aug  2, 2019 13:30:40.508767000 +07,,,,,,,
Aug  2, 2019 13:30:40.509491000 +07,10.10.10.55,10.10.10.12,33348,139,,,
Aug  2, 2019 13:30:40.509491000 +07,10.10.10.55,10.10.10.12,33348,143,,,
Aug  2, 2019 13:30:40.509492000 +07,10.10.10.55,10.10.10.12,33348,554,,,
Aug  2, 2019 13:30:40.509492000 +07,10.10.10.55,10.10.10.12,33348,113,,,
Aug  2, 2019 13:30:40.509492000 +07,10.10.10.55,10.10.10.12,33348,111,,,
Aug  2, 2019 13:30:40.509492000 +07,10.10.10.55,10.10.10.12,33348,993,,,
Aug  2, 2019 13:30:40.509540000 +07,10.10.10.12,10.10.10.55,139,33348,,,
Aug  2, 2019 13:30:40.509547000 +07,10.10.10.12,10.10.10.55,143,33348,,,
Aug  2, 2019 13:30:40.509550000 +07,10.10.10.12,10.10.10.55,554,33348,,,
Aug  2, 2019 13:30:40.509554000 +07,10.10.10.12,10.10.10.55,113,33348,,,
Aug  2, 2019 13:30:40.509556000 +07,10.10.10.12,10.10.10.55,111,33348,,,
Aug  2, 2019 13:30:40.509560000 +07,10.10.10.12,10.10.10.55,993,33348,,,
Aug  2, 2019 13:30:40.509568000 +07,10.10.10.55,10.10.10.12,33348,1720,,,
Aug  2, 2019 13:30:40.509568000 +07,10.10.10.55,10.10.10.12,33348,995,,,
Aug  2, 2019 13:30:40.509569000 +07,10.10.10.55,10.10.10.12,33348,110,,,
Aug  2, 2019 13:30:40.509569000 +07,10.10.10.55,10.10.10.12,33348,3389,,,
Aug  2, 2019 13:30:40.509573000 +07,10.10.10.12,10.10.10.55,1720,33348,,,
Aug  2, 2019 13:30:40.509577000 +07,10.10.10.12,10.10.10.55,995,33348,,,
Aug  2, 2019 13:30:40.509580000 +07,10.10.10.12,10.10.10.55,110,33348,,,
Aug  2, 2019 13:30:40.509583000 +07,10.10.10.12,10.10.10.55,3389,33348,,,
Aug  2, 2019 13:30:40.509874000 +07,10.10.10.55,10.10.10.12,33348,139,,,
Aug  2, 2019 13:30:40.509889000 +07,10.10.10.55,10.10.10.12,33348,199,,,
Aug  2, 2019 13:30:40.509889000 +07,10.10.10.55,10.10.10.12,33348,587,,,
Aug  2, 2019 13:30:40.509894000 +07,10.10.10.12,10.10.10.55,199,33348,,,
Aug  2, 2019 13:30:40.509899000 +07,10.10.10.12,10.10.10.55,587,33348,,,
Aug  2, 2019 13:30:40.509902000 +07,10.10.10.55,10.10.10.12,33348,1723,,,
Aug  2, 2019 13:30:40.509902000 +07,10.10.10.55,10.10.10.12,33348,23,,,
Aug  2, 2019 13:30:40.509905000 +07,10.10.10.12,10.10.10.55,1723,33348,,,
Aug  2, 2019 13:30:40.509907000 +07,10.10.10.12,10.10.10.55,23,33348,,,
Aug  2, 2019 13:30:40.509910000 +07,10.10.10.55,10.10.10.12,33348,135,,,
Aug  2, 2019 13:30:40.509926000 +07,10.10.10.12,10.10.10.55,135,33348,,,
Aug  2, 2019 13:30:40.509930000 +07,10.10.10.55,10.10.10.12,33348,25,,,
Aug  2, 2019 13:30:40.509932000 +07,10.10.10.12,10.10.10.55,25,33348,,,
Aug  2, 2019 13:30:40.509936000 +07,10.10.10.55,10.10.10.12,33348,53,,,
Aug  2, 2019 13:30:40.509938000 +07,10.10.10.12,10.10.10.55,53,33348,,,
Aug  2, 2019 13:30:40.509940000 +07,10.10.10.55,10.10.10.12,33348,21,,,
Aug  2, 2019 13:30:40.509947000 +07,10.10.10.12,10.10.10.55,21,33348,,,
Aug  2, 2019 13:30:40.509950000 +07,10.10.10.55,10.10.10.12,33348,80,,,
Aug  2, 2019 13:30:40.509956000 +07,10.10.10.12,10.10.10.55,80,33348,,,
Aug  2, 2019 13:30:40.509959000 +07,10.10.10.55,10.10.10.12,33348,3306,,,
Aug  2, 2019 13:30:40.509962000 +07,10.10.10.12,10.10.10.55,3306,33348,,,
Aug  2, 2019 13:30:40.509965000 +07,10.10.10.55,10.10.10.12,33348,5900,,,
Aug  2, 2019 13:30:40.509967000 +07,10.10.10.12,10.10.10.55,5900,33348,,,
Aug  2, 2019 13:30:40.509971000 +07,10.10.10.55,10.10.10.12,33348,445,,,
Aug  2, 2019 13:30:40.509978000 +07,10.10.10.12,10.10.10.55,445,33348,,,
Aug  2, 2019 13:30:40.509983000 +07,10.10.10.55,10.10.10.12,33348,8888,,,
Aug  2, 2019 13:30:40.509983000 +07,10.10.10.55,10.10.10.12,33348,1025,,,
Aug  2, 2019 13:30:40.509986000 +07,10.10.10.12,10.10.10.55,8888,33348,,,
Aug  2, 2019 13:30:40.509989000 +07,10.10.10.12,10.10.10.55,1025,33348,,,
Aug  2, 2019 13:30:40.509993000 +07,10.10.10.55,10.10.10.12,33348,256,,,
Aug  2, 2019 13:30:40.509995000 +07,10.10.10.12,10.10.10.55,256,33348,,,
Aug  2, 2019 13:30:40.509999000 +07,10.10.10.55,10.10.10.12,33348,8080,,,
Aug  2, 2019 13:30:40.510001000 +07,10.10.10.12,10.10.10.55,8080,33348,,,
Aug  2, 2019 13:30:40.510004000 +07,10.10.10.55,10.10.10.12,33348,22,,,
Aug  2, 2019 13:30:40.510006000 +07,10.10.10.12,10.10.10.55,22,33348,,,
Aug  2, 2019 13:30:40.510010000 +07,10.10.10.55,10.10.10.12,33348,443,,,
Aug  2, 2019 13:30:40.510012000 +07,10.10.10.12,10.10.10.55,443,33348,,,
Aug  2, 2019 13:30:40.510016000 +07,10.10.10.55,10.10.10.12,33348,2035,,,
Aug  2, 2019 13:30:40.510016000 +07,10.10.10.55,10.10.10.12,33348,1033,,,
Aug  2, 2019 13:30:40.510019000 +07,10.10.10.12,10.10.10.55,2035,33348,,,
Aug  2, 2019 13:30:40.510022000 +07,10.10.10.12,10.10.10.55,1033,33348,,,
Aug  2, 2019 13:30:40.510348000 +07,10.10.10.55,10.10.10.12,33348,135,,,
Aug  2, 2019 13:30:40.510349000 +07,10.10.10.55,10.10.10.12,33348,21,,,
Aug  2, 2019 13:30:40.510349000 +07,10.10.10.55,10.10.10.12,33348,80,,,
Aug  2, 2019 13:30:40.510349000 +07,10.10.10.55,10.10.10.12,33348,445,,,
Aug  2, 2019 13:30:40.510350000 +07,10.10.10.55,10.10.10.12,33348,1132,,,
Aug  2, 2019 13:30:40.510350000 +07,10.10.10.55,10.10.10.12,33348,84,,,
Aug  2, 2019 13:30:40.510350000 +07,10.10.10.55,10.10.10.12,33348,85,,,
Aug  2, 2019 13:30:40.510350000 +07,10.10.10.55,10.10.10.12,33348,548,,,
Aug  2, 2019 13:30:40.510351000 +07,10.10.10.55,10.10.10.12,33348,5510,,,
Aug  2, 2019 13:30:40.510351000 +07,10.10.10.55,10.10.10.12,33348,3851,,,
Aug  2, 2019 13:30:40.510351000 +07,10.10.10.55,10.10.10.12,33348,5907,,,
Aug  2, 2019 13:30:40.510351000 +07,10.10.10.55,10.10.10.12,33348,42510,,,
Aug  2, 2019 13:30:40.510351000 +07,10.10.10.55,10.10.10.12,33348,49155,,,
Aug  2, 2019 13:30:40.510352000 +07,10.10.10.55,10.10.10.12,33348,987,,,
Aug  2, 2019 13:30:40.510352000 +07,10.10.10.55,10.10.10.12,33348,7676,,,
Aug  2, 2019 13:30:40.510352000 +07,10.10.10.55,10.10.10.12,33348,2022,,,
Aug  2, 2019 13:30:40.510369000 +07,10.10.10.12,10.10.10.55,1132,33348,,,
Aug  2, 2019 13:30:40.510372000 +07,10.10.10.12,10.10.10.55,84,33348,,,
Aug  2, 2019 13:30:40.510375000 +07,10.10.10.12,10.10.10.55,85,33348,,,
Aug  2, 2019 13:30:40.510377000 +07,10.10.10.12,10.10.10.55,548,33348,,,
Aug  2, 2019 13:30:40.510380000 +07,10.10.10.12,10.10.10.55,5510,33348,,,
Aug  2, 2019 13:30:40.510382000 +07,10.10.10.12,10.10.10.55,3851,33348,,,
Aug  2, 2019 13:30:40.510384000 +07,10.10.10.12,10.10.10.55,5907,33348,,,
Aug  2, 2019 13:30:40.510387000 +07,10.10.10.12,10.10.10.55,42510,33348,,,
Aug  2, 2019 13:30:40.510396000 +07,10.10.10.12,10.10.10.55,49155,33348,,,
Aug  2, 2019 13:30:40.510399000 +07,10.10.10.12,10.10.10.55,987,33348,,,
Aug  2, 2019 13:30:40.510401000 +07,10.10.10.12,10.10.10.55,7676,33348,,,
Aug  2, 2019 13:30:40.510404000 +07,10.10.10.12,10.10.10.55,2022,33348,,,
Aug  2, 2019 13:30:40.510411000 +07,10.10.10.55,10.10.10.12,33348,1088,,,
Aug  2, 2019 13:30:40.510411000 +07,10.10.10.55,10.10.10.12,33348,8649,,,
Aug  2, 2019 13:30:40.510412000 +07,10.10.10.55,10.10.10.12,33348,783,,,
Aug  2, 2019 13:30:40.510412000 +07,10.10.10.55,10.10.10.12,33348,3001,,,
Aug  2, 2019 13:30:40.510412000 +07,10.10.10.55,10.10.10.12,33348,8383,,,
Aug  2, 2019 13:30:40.510413000 +07,10.10.10.55,10.10.10.12,33348,16012,,,
Aug  2, 2019 13:30:40.510413000 +07,10.10.10.55,10.10.10.12,33348,4848,,,
Aug  2, 2019 13:30:40.510413000 +07,10.10.10.55,10.10.10.12,33348,100,,,
Aug  2, 2019 13:30:40.510413000 +07,10.10.10.55,10.10.10.12,33348,49159,,,
Aug  2, 2019 13:30:40.510414000 +07,10.10.10.55,10.10.10.12,33348,15002,,,
Aug  2, 2019 13:30:40.510414000 +07,10.10.10.55,10.10.10.12,33348,22939,,,
Aug  2, 2019 13:30:40.510419000 +07,10.10.10.12,10.10.10.55,1088,33348,,,
Aug  2, 2019 13:30:40.510422000 +07,10.10.10.12,10.10.10.55,8649,33348,,,
Aug  2, 2019 13:30:40.510424000 +07,10.10.10.12,10.10.10.55,783,33348,,,
Aug  2, 2019 13:30:40.510427000 +07,10.10.10.12,10.10.10.55,3001,33348,,,
Aug  2, 2019 13:30:40.510429000 +07,10.10.10.12,10.10.10.55,8383,33348,,,
Aug  2, 2019 13:30:40.510432000 +07,10.10.10.12,10.10.10.55,16012,33348,,,
Aug  2, 2019 13:30:40.510435000 +07,10.10.10.12,10.10.10.55,4848,33348,,,
Aug  2, 2019 13:30:40.510437000 +07,10.10.10.12,10.10.10.55,100,33348,,,
Aug  2, 2019 13:30:40.510444000 +07,10.10.10.12,10.10.10.55,49159,33348,,,
Aug  2, 2019 13:30:40.510448000 +07,10.10.10.12,10.10.10.55,15002,33348,,,
Aug  2, 2019 13:30:40.510451000 +07,10.10.10.12,10.10.10.55,22939,33348,,,
Aug  2, 2019 13:30:40.510458000 +07,10.10.10.55,10.10.10.12,33348,6003,,,
Aug  2, 2019 13:30:40.510458000 +07,10.10.10.55,10.10.10.12,33348,2710,,,
Aug  2, 2019 13:30:40.510458000 +07,10.10.10.55,10.10.10.12,33348,2030,,,
Aug  2, 2019 13:30:40.510458000 +07,10.10.10.55,10.10.10.12,33348,2003,,,
Aug  2, 2019 13:30:40.510462000 +07,10.10.10.12,10.10.10.55,6003,33348,,,
Aug  2, 2019 13:30:40.510465000 +07,10.10.10.12,10.10.10.55,2710,33348,,,
Aug  2, 2019 13:30:40.510469000 +07,10.10.10.12,10.10.10.55,2030,33348,,,
Aug  2, 2019 13:30:40.510472000 +07,10.10.10.12,10.10.10.55,2003,33348,,,
Aug  2, 2019 13:30:40.510477000 +07,10.10.10.55,10.10.10.12,33348,8007,,,
Aug  2, 2019 13:30:40.510477000 +07,10.10.10.55,10.10.10.12,33348,3826,,,
Aug  2, 2019 13:30:40.510480000 +07,10.10.10.55,10.10.10.12,33348,10180,,,
Aug  2, 2019 13:30:40.510483000 +07,10.10.10.55,10.10.10.12,33348,32779,,,
Aug  2, 2019 13:30:40.510485000 +07,10.10.10.55,10.10.10.12,33348,34572,,,
Aug  2, 2019 13:30:40.510488000 +07,10.10.10.55,10.10.10.12,33348,1028,,,
Aug  2, 2019 13:30:40.510490000 +07,10.10.10.55,10.10.10.12,33348,8083,,,
Aug  2, 2019 13:30:40.510492000 +07,10.10.10.55,10.10.10.12,33348,5120,,,
Aug  2, 2019 13:30:40.510494000 +07,10.10.10.55,10.10.10.12,33348,1044,,,
Aug  2, 2019 13:30:40.510495000 +07,10.10.10.55,10.10.10.12,33348,8031,,,
Aug  2, 2019 13:30:40.510498000 +07,10.10.10.55,10.10.10.12,33348,2500,,,
Aug  2, 2019 13:30:40.510500000 +07,10.10.10.55,10.10.10.12,33348,2000,,,
Aug  2, 2019 13:30:40.510633000 +07,10.10.10.55,10.10.10.12,33348,20222,,,
Aug  2, 2019 13:30:40.510941000 +07,10.10.10.55,10.10.10.12,33348,49155,,,
Aug  2, 2019 13:30:40.510941000 +07,10.10.10.55,10.10.10.12,33348,49159,,,
Aug  2, 2019 13:30:40.513094000 +07,10.10.10.55,10.10.10.12,33348,9876,,,
Aug  2, 2019 13:30:40.513094000 +07,10.10.10.55,10.10.10.12,33348,1166,,,
Aug  2, 2019 13:30:40.513094000 +07,10.10.10.55,10.10.10.12,33348,10004,,,
Aug  2, 2019 13:30:40.513095000 +07,10.10.10.55,10.10.10.12,33348,4343,,,
Aug  2, 2019 13:30:40.513095000 +07,10.10.10.55,10.10.10.12,33348,5101,,,
Aug  2, 2019 13:30:40.513095000 +07,10.10.10.55,10.10.10.12,33348,2998,,,
Aug  2, 2019 13:30:40.513101000 +07,10.10.10.55,10.10.10.12,33348,631,,,
Aug  2, 2019 13:30:40.513101000 +07,10.10.10.55,10.10.10.12,33348,5950,,,
Aug  2, 2019 13:30:40.513102000 +07,10.10.10.55,10.10.10.12,33348,15742,,,
