frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,http.request.method,http.host,dns.qry.name
Dec 15, 2016 08:20:50.368617000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.368631000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.368794000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.368852000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.379347000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.379467000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.379550000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.472785000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.472804000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.472930000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.473066000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.473073000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.480598000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.480688000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.480827000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.481027000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.481100000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.481204000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.481209000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.481244000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.481355000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.488712000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.488737000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.488745000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.497045000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.497152000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.498009000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.502935000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.503064000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.503231000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.503238000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.503276000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.503572000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.503602000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.503605000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.503608000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.503677000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.504414000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.584385000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.584409000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.584546000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.591184000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.591195000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.591313000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.591550000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.591597000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.591602000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.591675000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.591780000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.687927000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.687944000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.688205000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.688212000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.688300000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.688771000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.700434000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.702871000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.702952000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.702958000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.703010000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.703014000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:20:50.703247000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.703278000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.703575000 +07,10.12.15.101,185.153.198.117,49208,80,,,
Dec 15, 2016 08:20:50.703584000 +07,185.153.198.117,10.12.15.101,80,49208,,,
Dec 15, 2016 08:21:24.193652000 +07,10.12.15.101,1.11.32.0,,,,,
Dec 15, 2016 08:21:24.193667000 +07,10.12.15.101,1.11.32.1,,,,,
Dec 15, 2016 08:21:24.193699000 +07,10.12.15.101,1.11.32.2,,,,,
Dec 15, 2016 08:21:24.193768000 +07,10.12.15.101,1.11.32.3,,,,,
Dec 15, 2016 08:21:24.193962000 +07,10.12.15.101,1.11.32.4,,,,,
Dec 15, 2016 08:21:24.193973000 +07,10.12.15.101,1.11.32.5,,,,,
Dec 15, 2016 08:21:24.194065000 +07,10.12.15.101,1.11.32.6,,,,,
Dec 15, 2016 08:21:24.194130000 +07,10.12.15.101,1.11.32.7,,,,,
Dec 15, 2016 08:21:24.194402000 +07,10.12.15.101,1.11.32.8,,,,,
Dec 15, 2016 08:21:24.194690000 +07,10.12.15.101,1.11.32.9,,,,,
Dec 15, 2016 08:21:24.194936000 +07,10.12.15.101,1.11.32.10,,,,,
Dec 15, 2016 08:21:24.195068000 +07,10.12.15.101,1.11.32.11,,,,,
Dec 15, 2016 08:21:24.195167000 +07,10.12.15.101,1.11.32.12,,,,,
Dec 15, 2016 08:21:24.195244000 +07,10.12.15.101,1.11.32.13,,,,,
Dec 15, 2016 08:21:24.195392000 +07,10.12.15.101,1.11.32.14,,,,,
Dec 15, 2016 08:21:24.195502000 +07,10.12.15.101,1.11.32.15,,,,,
Dec 15, 2016 08:21:24.195544000 +07,10.12.15.101,1.11.32.16,,,,,
Dec 15, 2016 08:21:24.195780000 +07,10.12.15.101,1.11.32.17,,,,,
Dec 15, 2016 08:21:24.195792000 +07,10.12.15.101,1.11.32.18,,,,,
Dec 15, 2016 08:21:24.195898000 +07,10.12.15.101,1.11.32.19,,,,,
Dec 15, 2016 08:21:24.195954000 +07,10.12.15.101,1.11.32.20,,,,,
Dec 15, 2016 08:21:24.196045000 +07,10.12.15.101,1.11.32.21,,,,,
Dec 15, 2016 08:21:24.196141000 +07,10.12.15.101,1.11.32.22,,,,,
Dec 15, 2016 08:21:24.196212000 +07,10.12.15.101,1.11.32.23,,,,,
Dec 15, 2016 08:21:24.196278000 +07,10.12.15.101,1.11.32.24,,,,,
Dec 15, 2016 08:21:24.196384000 +07,10.12.15.101,1.11.32.25,,,,,
Dec 15, 2016 08:21:24.196457000 +07,10.12.15.101,1.11.32.26,,,,,
Dec 15, 2016 08:21:24.196564000 +07,10.12.15.101,1.11.32.27,,,,,
Dec 15, 2016 08:21:24.196632000 +07,10.12.15.101,1.11.32.28,,,,,
Dec 15, 2016 08:21:24.196790000 +07,10.12.15.101,1.11.32.29,,,,,
Dec 15, 2016 08:21:24.197087000 +07,10.12.15.101,1.11.32.30,,,,,
Dec 15, 2016 08:21:24.197139000 +07,10.12.15.101,1.11.32.31,,,,,
Dec 15, 2016 08:21:24.197192000 +07,10.12.15.101,55.15.15.0,,,,,
Dec 15, 2016 08:21:24.197267000 +07,10.12.15.101,55.15.15.1,,,,,
Dec 15, 2016 08:21:24.197367000 +07,10.12.15.101,55.15.15.2,,,,,
Dec 15, 2016 08:21:24.197427000 +07,10.12.15.101,55.15.15.3,,,,,
Dec 15, 2016 08:21:24.197478000 +07,10.12.15.101,55.15.15.4,,,,,
Dec 15, 2016 08:21:24.197566000 +07,10.12.15.101,55.15.15.5,,,,,
Dec 15, 2016 08:21:24.197600000 +07,10.12.15.101,55.15.15.6,,,,,
Dec 15, 2016 08:21:24.197673000 +07,10.12.15.101,55.15.15.7,,,,,
Dec 15, 2016 08:21:24.197719000 +07,10.12.15.101,55.15.15.8,,,,,
Dec 15, 2016 08:21:24.197803000 +07,10.12.15.101,55.15.15.9,,,,,
Dec 15, 2016 08:21:24.197947000 +07,10.12.15.101,55.15.15.10,,,,,
Dec 15, 2016 08:21:24.197994000 +07,10.12.15.101,55.15.15.11,,,,,
Dec 15, 2016 08:21:24.198068000 +07,10.12.15.101,55.15.15.12,,,,,
Dec 15, 2016 08:21:24.198140000 +07,10.12.15.101,55.15.15.13,,,,,
Dec 15, 2016 08:21:24.198295000 +07,10.12.15.101,55.15.15.14,,,,,
Dec 15, 2016 08:21:24.198334000 +07,10.12.15.101,55.15.15.15,,,,,
Dec 15, 2016 08:21:24.198405000 +07,10.12.15.101,55.15.15.16,,,,,
Dec 15, 2016 08:21:24.198449000 +07,10.12.15.101,55.15.15.17,,,,,
Dec 15, 2016 08:21:24.198525000 +07,10.12.15.101,55.15.15.18,,,,,
Dec 15, 2016 08:21:24.198586000 +07,10.12.15.101,55.15.15.19,,,,,
Dec 15, 2016 08:21:24.198641000 +07,10.12.15.101,55.15.15.20,,,,,
Dec 15, 2016 08:21:24.198697000 +07,10.12.15.101,55.15.15.21,,,,,
Dec 15, 2016 08:21:24.198758000 +07,10.12.15.101,55.15.15.22,,,,,
Dec 15, 2016 08:21:24.198817000 +07,10.12.15.101,55.15.15.23,,,,,
Dec 15, 2016 08:21:24.198871000 +07,10.12.15.101,55.15.15.24,,,,,
Dec 15, 2016 08:21:24.198986000 +07,10.12.15.101,55.15.15.25,,,,,
Dec 15, 2016 08:21:24.199091000 +07,10.12.15.101,55.15.15.26,,,,,
Dec 15, 2016 08:21:24.199151000 +07,10.12.15.101,55.15.15.27,,,,,
Dec 15, 2016 08:21:24.199209000 +07,10.12.15.101,55.15.15.28,,,,,
Dec 15, 2016 08:21:24.199259000 +07,10.12.15.101,55.15.15.29,,,,,
Dec 15, 2016 08:21:24.199341000 +07,10.12.15.101,55.15.15.30,,,,,
Dec 15, 2016 08:21:24.199383000 +07,10.12.15.101,55.15.15.31,,,,,
Dec 15, 2016 08:21:24.199458000 +07,10.12.15.101,194.165.16.0,,,,,
Dec 15, 2016 08:21:24.199498000 +07,10.12.15.101,194.165.16.1,,,,,
Dec 15, 2016 08:21:24.199552000 +07,10.12.15.101,194.165.16.2,,,,,
Dec 15, 2016 08:21:24.199598000 +07,10.12.15.101,194.165.16.3,,,,,
Dec 15, 2016 08:21:24.199653000 +07,10.12.15.101,194.165.16.4,,,,,
Dec 15, 2016 08:21:24.199716000 +07,10.12.15.101,194.165.16.5,,,,,
Dec 15, 2016 08:21:24.199774000 +07,10.12.15.101,194.165.16.6,,,,,
Dec 15, 2016 08:21:24.199819000 +07,10.12.15.101,194.165.16.7,,,,,
Dec 15, 2016 08:21:24.199882000 +07,10.12.15.101,194.165.16.8,,,,,
Dec 15, 2016 08:21:24.199923000 +07,10.12.15.101,194.165.16.9,,,,,
Dec 15, 2016 08:21:24.199978000 +07,10.12.15.101,194.165.16.10,,,,,
Dec 15, 2016 08:21:24.200030000 +07,10.12.15.101,194.165.16.11,,,,,
Dec 15, 2016 08:21:24.200120000 +07,10.12.15.101,194.165.16.12,,,,,
Dec 15, 2016 08:21:24.200222000 +07,10.12.15.101,194.165.16.13,,,,,
Dec 15, 2016 08:21:24.200274000 +07,10.12.15.101,194.165.16.14,,,,,
Dec 15, 2016 08:21:24.200327000 +07,10.12.15.101,194.165.16.15,,,,,
Dec 15, 2016 08:21:24.200384000 +07,10.12.15.101,194.165.16.16,,,,,
Dec 15, 2016 08:21:24.200457000 +07,10.12.15.101,194.165.16.17,,,,,
Dec 15, 2016 08:21:24.200502000 +07,10.12.15.101,194.165.16.18,,,,,
Dec 15, 2016 08:21:24.200569000 +07,10.12.15.101,194.165.16.19,,,,,
Dec 15, 2016 08:21:24.200638000 +07,10.12.15.101,194.165.16.20,,,,,
Dec 15, 2016 08:21:24.200687000 +07,10.12.15.101,194.165.16.21,,,,,
Dec 15, 2016 08:21:24.200745000 +07,10.12.15.101,194.165.16.22,,,,,
Dec 15, 2016 08:21:24.200808000 +07,10.12.15.101,194.165.16.23,,,,,
Dec 15, 2016 08:21:24.200865000 +07,10.12.15.101,194.165.16.24,,,,,
Dec 15, 2016 08:21:24.200918000 +07,10.12.15.101,194.165.16.25,,,,,
Dec 15, 2016 08:21:24.200982000 +07,10.12.15.101,194.165.16.26,,,,,
Dec 15, 2016 08:21:24.201066000 +07,10.12.15.101,194.165.16.27,,,,,
Dec 15, 2016 08:21:24.201123000 +07,10.12.15.101,194.165.16.28,,,,,
Dec 15, 2016 08:21:24.201161000 +07,10.12.15.101,194.165.16.29,,,,,
Dec 15, 2016 08:21:24.201270000 +07,10.12.15.101,194.165.16.30,,,,,
Dec 15, 2016 08:21:24.201351000 +07,10.12.15.101,194.165.16.31,,,,,
Dec 15, 2016 08:21:24.201414000 +07,10.12.15.101,194.165.16.32,,,,,
Dec 15, 2016 08:21:24.201468000 +07,10.12.15.101,194.165.16.33,,,,,
Dec 15, 2016 08:21:24.201525000 +07,10.12.15.101,194.165.16.34,,,,,
Dec 15, 2016 08:21:24.201578000 +07,10.12.15.101,194.165.16.35,,,,,
Dec 15, 2016 08:21:24.201628000 +07,10.12.15.101,194.165.16.36,,,,,
Dec 15, 2016 08:21:24.201699000 +07,10.12.15.101,194.165.16.37,,,,,
Dec 15, 2016 08:21:24.201765000 +07,10.12.15.101,194.165.16.38,,,,,
Dec 15, 2016 08:21:24.201822000 +07,10.12.15.101,194.165.16.39,,,,,
Dec 15, 2016 08:21:24.201903000 +07,10.12.15.101,194.165.16.40,,,,,
Dec 15, 2016 08:21:24.201933000 +07,10.12.15.101,194.165.16.41,,,,,
Dec 15, 2016 08:21:24.201985000 +07,10.12.15.101,194.165.16.42,,,,,
Dec 15, 2016 08:21:24.202136000 +07,10.12.15.101,194.165.16.43,,,,,
Dec 15, 2016 08:21:24.202143000 +07,10.12.15.101,194.165.16.44,,,,,
Dec 15, 2016 08:21:24.202195000 +07,10.12.15.101,194.165.16.45,,,,,
Dec 15, 2016 08:21:24.202343000 +07,10.12.15.101,194.165.16.46,,,,,
Dec 15, 2016 08:21:24.202410000 +07,10.12.15.101,194.165.16.47,,,,,
Dec 15, 2016 08:21:24.202475000 +07,10.12.15.101,194.165.16.48,,,,,
Dec 15, 2016 08:21:24.202547000 +07,10.12.15.101,194.165.16.49,,,,,
Dec 15, 2016 08:21:24.202595000 +07,10.12.15.101,194.165.16.50,,,,,
Dec 15, 2016 08:21:24.202664000 +07,10.12.15.101,194.165.16.51,,,,,
Dec 15, 2016 08:21:24.202695000 +07,10.12.15.101,194.165.16.52,,,,,
Dec 15, 2016 08:21:24.202811000 +07,10.12.15.101,194.165.16.53,,,,,
Dec 15, 2016 08:21:24.202890000 +07,10.12.15.101,194.165.16.54,,,,,
Dec 15, 2016 08:21:24.202973000 +07,10.12.15.101,194.165.16.55,,,,,
Dec 15, 2016 08:21:24.203114000 +07,10.12.15.101,194.165.16.56,,,,,
Dec 15, 2016 08:21:24.203201000 +07,10.12.15.101,194.165.16.57,,,,,
Dec 15, 2016 08:21:24.203299000 +07,10.12.15.101,194.165.16.58,,,,,
Dec 15, 2016 08:21:24.203403000 +07,10.12.15.101,194.165.16.59,,,,,
Dec 15, 2016 08:21:24.203458000 +07,10.12.15.101,194.165.16.60,,,,,
Dec 15, 2016 08:21:24.203615000 +07,10.12.15.101,194.165.16.61,,,,,
Dec 15, 2016 08:21:24.203840000 +07,10.12.15.101,194.165.16.62,,,,,
Dec 15, 2016 08:21:24.203898000 +07,10.12.15.101,194.165.16.63,,,,,
Dec 15, 2016 08:21:24.203978000 +07,10.12.15.101,194.165.16.64,,,,,
Dec 15, 2016 08:21:24.204038000 +07,10.12.15.101,194.165.16.65,,,,,
Dec 15, 2016 08:21:24.204113000 +07,10.12.15.101,194.165.16.66,,,,,
Dec 15, 2016 08:21:24.204161000 +07,10.12.15.101,194.165.16.67,,,,,
Dec 15, 2016 08:21:24.204236000 +07,10.12.15.101,194.165.16.68,,,,,
Dec 15, 2016 08:21:24.204290000 +07,10.12.15.101,194.165.16.69,,,,,
Dec 15, 2016 08:21:24.204418000 +07,10.12.15.101,194.165.16.70,,,,,
Dec 15, 2016 08:21:24.204484000 +07,10.12.15.101,194.165.16.71,,,,,
Dec 15, 2016 08:21:24.204584000 +07,10.12.15.101,194.165.16.72,,,,,
Dec 15, 2016 08:21:24.204677000 +07,10.12.15.101,194.165.16.73,,,,,
Dec 15, 2016 08:21:24.204748000 +07,10.12.15.101,194.165.16.74,,,,,
Dec 15, 2016 08:21:24.204817000 +07,10.12.15.101,194.165.16.75,,,,,
Dec 15, 2016 08:21:24.204870000 +07,10.12.15.101,194.165.16.76,,,,,
Dec 15, 2016 08:21:24.204911000 +07,10.12.15.101,194.165.16.77,,,,,
Dec 15, 2016 08:21:24.204994000 +07,10.12.15.101,194.165.16.78,,,,,
Dec 15, 2016 08:21:24.205049000 +07,10.12.15.101,194.165.16.79,,,,,
Dec 15, 2016 08:21:24.205109000 +07,10.12.15.101,194.165.16.80,,,,,
Dec 15, 2016 08:21:24.205161000 +07,10.12.15.101,194.165.16.81,,,,,
Dec 15, 2016 08:21:24.205225000 +07,10.12.15.101,194.165.16.82,,,,,
Dec 15, 2016 08:21:24.205267000 +07,10.12.15.101,194.165.16.83,,,,,
Dec 15, 2016 08:21:24.205325000 +07,10.12.15.101,194.165.16.84,,,,,
Dec 15, 2016 08:21:24.205406000 +07,10.12.15.101,194.165.16.85,,,,,
Dec 15, 2016 08:21:24.205467000 +07,10.12.15.101,194.165.16.86,,,,,
Dec 15, 2016 08:21:24.205534000 +07,10.12.15.101,194.165.16.87,,,,,
Dec 15, 2016 08:21:24.205597000 +07,10.12.15.101,194.165.16.88,,,,,
Dec 15, 2016 08:21:24.205638000 +07,10.12.15.101,194.165.16.89,,,,,
Dec 15, 2016 08:21:24.205693000 +07,10.12.15.101,194.165.16.90,,,,,
Dec 15, 2016 08:21:24.205791000 +07,10.12.15.101,194.165.16.91,,,,,
Dec 15, 2016 08:21:24.205845000 +07,10.12.15.101,194.165.16.92,,,,,
Dec 15, 2016 08:21:24.205894000 +07,10.12.15.101,194.165.16.93,,,,,
Dec 15, 2016 08:21:24.205945000 +07,10.12.15.101,194.165.16.94,,,,,
Dec 15, 2016 08:21:24.206001000 +07,10.12.15.101,194.165.16.95,,,,,
Dec 15, 2016 08:21:24.206059000 +07,10.12.15.101,194.165.16.96,,,,,
Dec 15, 2016 08:21:24.206114000 +07,10.12.15.101,194.165.16.97,,,,,
Dec 15, 2016 08:21:24.206161000 +07,10.12.15.101,194.165.16.98,,,,,
Dec 15, 2016 08:21:24.206204000 +07,10.12.15.101,194.165.16.99,,,,,
Dec 15, 2016 08:21:24.206259000 +07,10.12.15.101,194.165.16.100,,,,,
Dec 15, 2016 08:21:24.206299000 +07,10.12.15.101,194.165.16.101,,,,,
Dec 15, 2016 08:21:24.206349000 +07,10.12.15.101,194.165.16.102,,,,,
Dec 15, 2016 08:21:24.206397000 +07,10.12.15.101,194.165.16.103,,,,,
Dec 15, 2016 08:21:24.206457000 +07,10.12.15.101,194.165.16.104,,,,,
Dec 15, 2016 08:21:24.206513000 +07,10.12.15.101,194.165.16.105,,,,,
Dec 15, 2016 08:21:24.206573000 +07,10.12.15.101,194.165.16.106,,,,,
Dec 15, 2016 08:21:24.206613000 +07,10.12.15.101,194.165.16.107,,,,,
Dec 15, 2016 08:21:24.206679000 +07,10.12.15.101,194.165.16.108,,,,,
Dec 15, 2016 08:21:24.206720000 +07,10.12.15.101,194.165.16.109,,,,,
Dec 15, 2016 08:21:24.206777000 +07,10.12.15.101,194.165.16.110,,,,,
Dec 15, 2016 08:21:24.206857000 +07,10.12.15.101,194.165.16.111,,,,,
Dec 15, 2016 08:21:24.206949000 +07,10.12.15.101,194.165.16.112,,,,,
Dec 15, 2016 08:21:24.207001000 +07,10.12.15.101,194.165.16.113,,,,,
Dec 15, 2016 08:21:24.207050000 +07,10.12.15.101,194.165.16.114,,,,,
Dec 15, 2016 08:21:24.207106000 +07,10.12.15.101,194.165.16.115,,,,,
Dec 15, 2016 08:21:24.207149000 +07,10.12.15.101,194.165.16.116,,,,,
Dec 15, 2016 08:21:24.207210000 +07,10.12.15.101,194.165.16.117,,,,,
Dec 15, 2016 08:21:24.207273000 +07,10.12.15.101,194.165.16.118,,,,,
Dec 15, 2016 08:21:24.207338000 +07,10.12.15.101,194.165.16.119,,,,,
Dec 15, 2016 08:21:24.207400000 +07,10.12.15.101,194.165.16.120,,,,,
Dec 15, 2016 08:21:24.207439000 +07,10.12.15.101,194.165.16.121,,,,,
Dec 15, 2016 08:21:24.207493000 +07,10.12.15.101,194.165.16.122,,,,,
Dec 15, 2016 08:21:24.207541000 +07,10.12.15.101,194.165.16.123,,,,,
Dec 15, 2016 08:21:24.207591000 +07,10.12.15.101,194.165.16.124,,,,,
Dec 15, 2016 08:21:24.207653000 +07,10.12.15.101,194.165.16.125,,,,,
Dec 15, 2016 08:21:24.207719000 +07,10.12.15.101,194.165.16.126,,,,,
Dec 15, 2016 08:21:24.207774000 +07,10.12.15.101,194.165.16.127,,,,,
Dec 15, 2016 08:21:24.207826000 +07,10.12.15.101,194.165.16.128,,,,,
Dec 15, 2016 08:21:24.207879000 +07,10.12.15.101,194.165.16.129,,,,,
Dec 15, 2016 08:21:24.207936000 +07,10.12.15.101,194.165.16.130,,,,,
Dec 15, 2016 08:21:24.207984000 +07,10.12.15.101,194.165.16.131,,,,,
Dec 15, 2016 08:21:24.208056000 +07,10.12.15.101,194.165.16.132,,,,,
Dec 15, 2016 08:21:24.208112000 +07,10.12.15.101,194.165.16.133,,,,,
Dec 15, 2016 08:21:24.208169000 +07,10.12.15.101,194.165.16.134,,,,,
Dec 15, 2016 08:21:24.208206000 +07,10.12.15.101,194.165.16.135,,,,,
Dec 15, 2016 08:21:24.208256000 +07,10.12.15.101,194.165.16.136,,,,,
Dec 15, 2016 08:21:24.208318000 +07,10.12.15.101,194.165.16.137,,,,,
Dec 15, 2016 08:21:24.208361000 +07,10.12.15.101,194.165.16.138,,,,,
Dec 15, 2016 08:21:24.208425000 +07,10.12.15.101,194.165.16.139,,,,,
Dec 15, 2016 08:21:24.208487000 +07,10.12.15.101,194.165.16.140,,,,,
Dec 15, 2016 08:21:24.208529000 +07,10.12.15.101,194.165.16.141,,,,,
Dec 15, 2016 08:21:24.208586000 +07,10.12.15.101,194.165.16.142,,,,,
Dec 15, 2016 08:21:24.208633000 +07,10.12.15.101,194.165.16.143,,,,,
Dec 15, 2016 08:21:24.208694000 +07,10.12.15.101,194.165.16.144,,,,,
Dec 15, 2016 08:21:24.208733000 +07,10.12.15.101,194.165.16.145,,,,,
Dec 15, 2016 08:21:24.208805000 +07,10.12.15.101,194.165.16.146,,,,,
Dec 15, 2016 08:21:24.208867000 +07,10.12.15.101,194.165.16.147,,,,,
Dec 15, 2016 08:21:24.208928000 +07,10.12.15.101,194.165.16.148,,,,,
Dec 15, 2016 08:21:24.208984000 +07,10.12.15.101,194.165.16.149,,,,,
Dec 15, 2016 08:21:24.209027000 +07,10.12.15.101,194.165.16.150,,,,,
Dec 15, 2016 08:21:24.209078000 +07,10.12.15.101,194.165.16.151,,,,,
Dec 15, 2016 08:21:24.209133000 +07,10.12.15.101,194.165.16.152,,,,,
Dec 15, 2016 08:21:24.209198000 +07,10.12.15.101,194.165.16.153,,,,,
Dec 15, 2016 08:21:24.209240000 +07,10.12.15.101,194.165.16.154,,,,,
Dec 15, 2016 08:21:24.209293000 +07,10.12.15.101,194.165.16.155,,,,,
Dec 15, 2016 08:21:24.209348000 +07,10.12.15.101,194.165.16.156,,,,,
Dec 15, 2016 08:21:24.209389000 +07,10.12.15.101,194.165.16.157,,,,,
Dec 15, 2016 08:21:24.209438000 +07,10.12.15.101,194.165.16.158,,,,,
Dec 15, 2016 08:21:24.209496000 +07,10.12.15.101,194.165.16.159,,,,,
Dec 15, 2016 08:21:24.209565000 +07,10.12.15.101,194.165.16.160,,,,,
Dec 15, 2016 08:21:24.209625000 +07,10.12.15.101,194.165.16.161,,,,,
Dec 15, 2016 08:21:24.209678000 +07,10.12.15.101,194.165.16.162,,,,,
Dec 15, 2016 08:21:24.209724000 +07,10.12.15.101,194.165.16.163,,,,,
Dec 15, 2016 08:21:24.209779000 +07,10.12.15.101,194.165.16.164,,,,,
Dec 15, 2016 08:21:24.209818000 +07,10.12.15.101,194.165.16.165,,,,,
Dec 15, 2016 08:21:24.209891000 +07,10.12.15.101,194.165.16.166,,,,,
Dec 15, 2016 08:21:24.209933000 +07,10.12.15.101,194.165.16.167,,,,,
Dec 15, 2016 08:21:24.210078000 +07,10.12.15.101,194.165.16.168,,,,,
Dec 15, 2016 08:21:24.210082000 +07,10.12.15.101,194.165.16.169,,,,,
Dec 15, 2016 08:21:24.210132000 +07,10.12.15.101,194.165.16.170,,,,,
Dec 15, 2016 08:21:24.210180000 +07,10.12.15.101,194.165.16.171,,,,,
Dec 15, 2016 08:21:24.210239000 +07,10.12.15.101,194.165.16.172,,,,,
Dec 15, 2016 08:21:24.210279000 +07,10.12.15.101,194.165.16.173,,,,,
Dec 15, 2016 08:21:24.210336000 +07,10.12.15.101,194.165.16.174,,,,,
Dec 15, 2016 08:21:24.210376000 +07,10.12.15.101,194.165.16.175,,,,,
Dec 15, 2016 08:21:24.210437000 +07,10.12.15.101,194.165.16.176,,,,,
Dec 15, 2016 08:21:24.210499000 +07,10.12.15.101,194.165.16.177,,,,,
Dec 15, 2016 08:21:24.210559000 +07,10.12.15.101,194.165.16.178,,,,,
Dec 15, 2016 08:21:24.210600000 +07,10.12.15.101,194.165.16.179,,,,,
Dec 15, 2016 08:21:24.210662000 +07,10.12.15.101,194.165.16.180,,,,,
Dec 15, 2016 08:21:24.210731000 +07,10.12.15.101,194.165.16.181,,,,,
Dec 15, 2016 08:21:24.210830000 +07,10.12.15.101,194.165.16.182,,,,,
