frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,http.request.method,http.host,dns.qry.name
Feb  1, 2017 22:38:41.133671000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.133683000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.133804000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.133910000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.133921000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.133934000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.133942000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.134032000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.134143000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.134171000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.134185000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.134192000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.134278000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.134421000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.134432000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.134671000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.433699000 +07,10.2.1.101,10.2.2.1,,,,,www.timeconsulting.co.th
Feb  1, 2017 22:38:41.435865000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.436117000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.436167000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.436256000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.436398000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.436406000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.436461000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.436608000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.436656000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.436669000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.436711000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.436846000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.436906000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.436921000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.437157000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.437171000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.444906000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.445094000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.445215000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.445238000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.445336000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.445433000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.445442000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.445457000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.445564000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.445680000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.445683000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.445694000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.445796000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.445924000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.445933000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.445944000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.446042000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.446154000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.446183000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.446193000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.446264000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.446386000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.446431000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.446449000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.446522000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.446635000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.446683000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.446695000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.446751000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.446933000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.446942000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.447182000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.455073000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.455317000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.455402000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.455428000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.455546000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.455597000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.455698000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.455795000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.455845000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.455857000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.455914000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.456025000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.456098000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.456107000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.456133000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.456270000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.456347000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.456353000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.456359000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.456377000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.456497000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.456596000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.456603000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.456606000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.456728000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.456846000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.456851000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.456852000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.456973000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.457096000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.457106000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.457346000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.531274000 +07,10.2.2.1,10.2.1.101,,,,,www.timeconsulting.co.th
Feb  1, 2017 22:38:41.744388000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.744607000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.744725000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.744762000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.744866000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.744941000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.744956000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.744968000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.745067000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.745191000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.745208000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.745221000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.745307000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.745424000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.745458000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.745471000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.745537000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.745668000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.745708000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.745722000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.745787000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.745897000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.745958000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.745971000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.746013000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.746138000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.746208000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.746220000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.746262000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.746459000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.746469000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.746478000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.749353000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.749554000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.749665000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.749682000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.749799000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.749908000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.749912000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.749916000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.750031000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.750138000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.750159000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.750172000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.750273000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.750389000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.750410000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.750422000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.750516000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.750622000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.750660000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.750676000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.750745000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.750863000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.750909000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.750923000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.750987000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.751097000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.751159000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.751172000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.751214000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.751409000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.751421000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.751659000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.756362000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.756600000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.756720000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.756721000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.756867000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.756918000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.756927000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.756951000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.757053000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.757165000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.757185000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.757306000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.757413000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.757417000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.757429000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.757437000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.757444000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.757534000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.757667000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.757668000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.757676000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.757776000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.757889000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.757916000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.757928000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.758015000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.758123000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.758166000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.758179000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.758252000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:41.758416000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.758428000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:41.758666000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.044639000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.044857000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.044970000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.045003000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.045102000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.045197000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.045200000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.045206000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.045312000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.045442000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.045447000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.045457000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.045561000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.045669000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.045697000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.045708000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.045780000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.045920000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.045947000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.045957000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.046029000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.046149000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.046197000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.046207000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.046262000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.046377000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.046445000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.046456000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.046512000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.046696000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.046706000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.046712000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.050716000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.050902000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.051013000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.051018000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.051131000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.051241000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.051268000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.051279000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.051376000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.051486000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.051517000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.051527000 +07,10.2.1.101,27.254.109.103,49309,80,,,
Feb  1, 2017 22:38:42.051600000 +07,27.254.109.103,10.2.1.101,80,49309,,,
Feb  1, 2017 22:38:42.051719000 +07,27.254.109.103,10.2.1.101,80,49309,,,
