frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,http.request.method,http.host,dns.qry.name
Feb  1, 2017 22:40:45.625482000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.625538000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.625597000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.625788000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.625795000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.625810000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.625947000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.626037000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.626044000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.626050000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.626053000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.626174000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.626287000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.626297000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.626484000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.626538000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.626786000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.627405000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.627635000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.627658000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.627904000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.627976000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.628088000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.628171000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.628200000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.628421000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.628458000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.628671000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.628706000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.628889000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.628921000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.629171000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.629179000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.629413000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.629705000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.629724000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.629841000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.629950000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.630036000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.630044000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.630067000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.630187000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.630286000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.630312000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.630432000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.630535000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.630542000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.630542000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.630664000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.630785000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.630795000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.630801000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.630947000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.631035000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.631285000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.631692000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.632062000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.632075000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.632193000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.632331000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.632360000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.632446000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.632573000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.632609000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.632621000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.632693000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.632859000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.632868000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.632920000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.633109000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.633266000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.633359000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.633376000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.633608000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.633678000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.633859000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.633883000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.634108000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.634118000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.634173000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.634462000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.634543000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.634652000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.634874000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.634968000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.635078000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.635124000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.635373000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.635383000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.635435000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.635720000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.635756000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.635837000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.635947000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.636006000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.636082000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.636192000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.636257000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.636268000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.636321000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.636507000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.636516000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.636606000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.636733000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.636757000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.636852000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.636962000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.637007000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.637017000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.637088000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.637195000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.637255000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.637265000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.637336000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.637441000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.637507000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.637517000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.637551000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.637677000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.637757000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.637767000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.637801000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.637924000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.638006000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.638014000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.638029000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.638147000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.638254000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.638257000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.638261000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.638267000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.638392000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.638504000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.638507000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.638512000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.638625000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.638732000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.638756000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.638766000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.638867000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.638978000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.639008000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.639018000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.639097000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.639207000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.639256000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.639326000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.639453000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.639568000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.639682000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.639797000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.639912000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.640043000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.640130000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.640152000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.640158000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.640160000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.640166000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.640281000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.640319000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.640420000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.640521000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.640570000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.640581000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.640638000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.640751000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.640819000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.640830000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.640865000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.640987000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.641069000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.641080000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.641087000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.641121000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.641234000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.641317000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.641338000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.641458000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.641567000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.641574000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.641580000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.641584000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.641705000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.641812000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.641818000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.641937000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.642042000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.642069000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.642079000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.642085000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.642174000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.642290000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.642318000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.642329000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.642399000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.642521000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.642569000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.642579000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.642650000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.642766000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.642818000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.642828000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.642882000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.643012000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.643068000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.643079000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.643131000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.643290000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.643318000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.643329000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.643422000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.643532000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.643568000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.643578000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.643648000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.643765000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.643816000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.643826000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.643929000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.644066000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.644076000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.644256000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.644316000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.644372000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.644535000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.644567000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.644650000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.644761000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.644817000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.644828000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.644913000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.645067000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.645240000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.645317000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.645327000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.645362000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.645476000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.645567000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.645597000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.645762000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.645816000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.645826000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.645832000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.645886000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.646067000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.646092000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.646223000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.646316000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.646326000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.646486000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.646567000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.646598000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.646794000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.646816000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.646825000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.646912000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.647022000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.647066000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.647141000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.647268000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.647316000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.647327000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.647459000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.647566000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.647576000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.647746000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.647816000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.647872000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.647993000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.648064000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.648102000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.648314000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.648323000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.648329000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.648380000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.648483000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.648612000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.648792000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.648815000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.648826000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.648911000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.649054000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.649065000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.649075000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.649315000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.649324000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.649375000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.649499000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.649586000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.649611000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.649732000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.649836000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.649840000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.649842000 +07,10.2.1.101,37.143.15.137,49317,80,,,
Feb  1, 2017 22:40:45.649975000 +07,37.143.15.137,10.2.1.101,80,49317,,,
Feb  1, 2017 22:40:45.650086000 +07,10.2.1.101,37.143.15.137,49317,80,,,
